FIPS Code,State,Area name,2003 Rural-urban Continuum Code,2003 Urban Influence Code,2013 Rural-urban Continuum Code,2013 Urban Influence Code,"Less than a high school diploma, 1970","High school diploma only, 1970","Some college (1-3 years), 1970","Four years of college or higher, 1970","Percent of adults with less than a high school diploma, 1970","Percent of adults with a high school diploma only, 1970","Percent of adults completing some college (1-3 years), 1970","Percent of adults completing four years of college or higher, 1970","Less than a high school diploma, 1980","High school diploma only, 1980","Some college (1-3 years), 1980","Four years of college or higher, 1980","Percent of adults with less than a high school diploma, 1980","Percent of adults with a high school diploma only, 1980","Percent of adults completing some college (1-3 years), 1980","Percent of adults completing four years of college or higher, 1980","Less than a high school diploma, 1990","High school diploma only, 1990","Some college or associate's degree, 1990","Bachelor's degree or higher, 1990","Percent of adults with less than a high school diploma, 1990","Percent of adults with a high school diploma only, 1990","Percent of adults completing some college or associate's degree, 1990","Percent of adults with a bachelor's degree or higher, 1990","Less than a high school diploma, 2000","High school diploma only, 2000","Some college or associate's degree, 2000","Bachelor's degree or higher, 2000","Percent of adults with less than a high school diploma, 2000","Percent of adults with a high school diploma only, 2000","Percent of adults completing some college or associate's degree, 2000","Percent of adults with a bachelor's degree or higher, 2000","Less than a high school diploma, 2014-18","High school diploma only, 2014-18","Some college or associate's degree, 2014-18","Bachelor's degree or higher, 2014-18","Percent of adults with less than a high school diploma, 2014-18","Percent of adults with a high school diploma only, 2014-18","Percent of adults completing some college or associate's degree, 2014-18","Percent of adults with a bachelor's degree or higher, 2014-18",,,
1121,AL,Talladega County,4,5,4,3,21302.00,8258.00,1898.00,1675.00,64.30,24.90,5.70,5.10,20624.00,12765.00,4004.00,3154.00,50.90,31.50,9.90,7.80,18098.00,14713.00,8576.00,4704.00,39.30,31.90,18.60,10.20,16102.00,18270.00,12737.00,5951.00,30.30,34.40,24.00,11.20,10671.00,19607.00,17827.00,8017.00,19.00,34.90,31.80,14.30,,,
1123,AL,Tallapoosa County,6,6,6,6,12564.00,4419.00,963.00,833.00,66.90,23.50,5.10,4.40,11867.00,6899.00,2289.00,1904.00,51.70,30.00,10.00,8.30,10611.00,7187.00,4461.00,2902.00,42.20,28.60,17.70,11.50,8489.00,9348.00,6524.00,4012.00,29.90,32.90,23.00,14.10,5581.00,9402.00,8355.00,5244.00,19.50,32.90,29.20,18.30,,,
1125,AL,Tuscaloosa County,3,2,3,2,33142.00,15125.00,5192.00,6571.00,55.20,25.20,8.60,10.90,29433.00,22955.00,9058.00,12237.00,39.90,31.20,12.30,16.60,27062.00,24689.00,19429.00,17782.00,30.40,27.80,21.80,20.00,20981.00,28115.00,26139.00,23804.00,21.20,28.40,26.40,24.00,14748.00,38097.00,36040.00,38669.00,11.60,29.90,28.30,30.30,,,
1127,AL,Walker County,1,1,1,1,21847.00,6568.00,1651.00,1259.00,69.70,21.00,5.30,4.00,21870.00,12652.00,3136.00,2564.00,54.40,31.50,7.80,6.40,19350.00,14080.00,7436.00,3154.00,44.00,32.00,16.90,7.20,15713.00,16647.00,11183.00,4376.00,32.80,34.70,23.30,9.10,8606.00,16685.00,14479.00,5204.00,19.10,37.10,32.20,11.60,,,
1129,AL,Washington County,8,7,8,7,5409.00,1758.00,229.00,278.00,70.50,22.90,3.00,3.60,4803.00,3036.00,643.00,489.00,53.50,33.80,7.20,5.50,4166.00,3693.00,1430.00,671.00,41.80,37.10,14.40,6.70,3112.00,4904.00,2255.00,969.00,27.70,43.60,20.10,8.60,2243.00,4954.00,2996.00,1276.00,19.60,43.20,26.10,11.10,,,
1131,AL,Wilcox County,8,7,9,10,5260.00,1470.00,351.00,473.00,69.60,19.50,4.60,6.30,4423.00,1852.00,582.00,717.00,58.40,24.50,7.70,9.50,3771.00,2048.00,1098.00,798.00,48.90,26.50,14.20,10.30,3228.00,2414.00,1528.00,809.00,40.50,30.30,19.20,10.10,1662.00,2903.00,1738.00,901.00,23.10,40.30,24.10,12.50,,,
1133,AL,Winston County,6,4,6,4,6440.00,2136.00,438.00,303.00,69.10,22.90,4.70,3.30,7390.00,3837.00,1041.00,675.00,57.10,29.60,8.00,5.20,7402.00,4195.00,2073.00,776.00,51.20,29.00,14.30,5.40,6387.00,5855.00,3425.00,1411.00,37.40,34.30,20.10,8.30,3755.00,6420.00,4683.00,2326.00,21.90,37.40,27.30,13.50,,,
2000,AK,Alaska,,,,,44994.00,50820.00,20052.00,19082.00,33.30,37.70,14.90,14.10,36941.00,82180.00,47722.00,44554.00,17.50,38.90,22.60,21.10,43244.00,92925.00,112763.00,74497.00,13.40,28.70,34.90,23.00,44282.00,105812.00,135655.00,93807.00,11.70,27.90,35.70,24.70,34760.00,133851.00,169471.00,139645.00,7.30,28.00,35.50,29.20,,,
2010,AK,Aleutian Islands,,,,,1237.00,1112.00,380.00,390.00,39.70,35.70,12.20,12.50,857.00,1544.00,769.00,574.00,22.90,41.20,20.50,15.30,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,AK,Aleutians East Borough,9,12,9,12,,,,,,,,,,,,,,,,,514.00,481.00,338.00,198.00,33.60,31.40,22.10,12.90,507.00,983.00,419.00,98.00,25.30,49.00,20.90,4.90,358.00,1061.00,882.00,336.00,13.60,40.20,33.40,12.70,,,
2016,AK,Aleutians West Census Area,7,11,9,11,,,,,,,,,,,,,,,,,774.00,1767.00,2116.00,810.00,14.20,32.30,38.70,14.80,913.00,1462.00,1407.00,469.00,21.50,34.40,33.10,11.00,459.00,1664.00,1309.00,675.00,11.20,40.50,31.90,16.40,,,
2020,AK,Anchorage Municipality,2,2,2,2,13711.00,24301.00,9878.00,9038.00,24.10,42.70,17.40,15.90,10839.00,36870.00,23327.00,21984.00,11.70,39.60,25.10,23.60,13139.00,34504.00,52320.00,36692.00,9.60,25.20,38.30,26.90,15522.00,38741.00,59428.00,46240.00,9.70,24.20,37.20,28.90,11867.00,45753.00,66655.00,67719.00,6.20,23.80,34.70,35.30,,,
2050,AK,Bethel Census Area,7,11,7,11,2258.00,229.00,92.00,221.00,80.60,8.20,3.30,7.90,2605.00,1059.00,487.00,661.00,54.10,22.00,10.10,13.70,2584.00,2170.00,1204.00,896.00,37.70,31.70,17.60,13.10,2330.00,3098.00,1548.00,1050.00,29.00,38.60,19.30,13.10,1798.00,4371.00,2314.00,1194.00,18.60,45.20,23.90,12.30,,,
2060,AK,Bristol Bay Borough,9,12,9,12,140.00,209.00,68.00,63.00,29.20,43.50,14.20,13.10,109.00,261.00,132.00,99.00,18.10,43.40,22.00,16.50,91.00,228.00,402.00,168.00,10.20,25.60,45.20,18.90,87.00,266.00,264.00,165.00,11.10,34.00,33.80,21.10,36.00,225.00,240.00,144.00,5.60,34.90,37.20,22.30,,,
2068,AK,Denali Borough,8,7,8,7,,,,,,,,,,,,,,,,,,,,,,,,,109.00,400.00,508.00,299.00,8.30,30.40,38.60,22.70,25.00,418.00,461.00,697.00,1.60,26.10,28.80,43.50,,,
2070,AK,Dillingham Census Area,9,12,9,12,949.00,191.00,107.00,119.00,69.50,14.00,7.80,8.70,929.00,615.00,240.00,345.00,43.60,28.90,11.30,16.20,653.00,687.00,489.00,330.00,30.20,31.80,22.60,15.30,620.00,900.00,699.00,436.00,23.40,33.90,26.30,16.40,370.00,1138.00,835.00,559.00,12.70,39.20,28.80,19.30,,,
2090,AK,Fairbanks North Star Borough,3,2,3,2,4723.00,7901.00,3090.00,3147.00,25.00,41.90,16.40,16.70,3762.00,11660.00,6475.00,6165.00,13.40,41.60,23.10,22.00,4412.00,12251.00,15696.00,10929.00,10.20,28.30,36.30,25.20,3918.00,12240.00,18848.00,12968.00,8.20,25.50,39.30,27.00,3381.00,13785.00,24520.00,20152.00,5.50,22.30,39.70,32.60,,,
2100,AK,Haines Borough,9,10,9,12,423.00,188.00,79.00,107.00,53.10,23.60,9.90,13.40,212.00,375.00,183.00,190.00,22.10,39.10,19.10,19.80,299.00,377.00,472.00,245.00,21.50,27.10,33.90,17.60,184.00,517.00,564.00,395.00,11.10,31.10,34.00,23.80,57.00,561.00,553.00,701.00,3.00,30.00,29.50,37.40,,,
2105,AK,Hoonah-Angoon Census Area,,,9,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143.00,598.00,546.00,393.00,8.50,35.60,32.50,23.40,,,
2110,AK,Juneau City and Borough,5,8,5,8,1598.00,2638.00,1225.00,1529.00,22.90,37.70,17.50,21.90,998.00,3819.00,2604.00,3808.00,8.90,34.00,23.20,33.90,1701.00,4137.00,5781.00,5150.00,10.10,24.70,34.50,30.70,1359.00,4370.00,7003.00,7167.00,6.80,22.00,35.20,36.00,878.00,4584.00,8138.00,8879.00,3.90,20.40,36.20,39.50,,,
2122,AK,Kenai Peninsula Borough,7,11,7,11,2793.00,3165.00,1160.00,831.00,35.10,39.80,14.60,10.50,2459.00,6004.00,3015.00,2216.00,18.00,43.80,22.00,16.20,3119.00,8560.00,8370.00,4374.00,12.80,35.00,34.30,17.90,3605.00,9990.00,11431.00,6362.00,11.50,31.80,36.40,20.30,2902.00,12989.00,15008.00,9378.00,7.20,32.20,37.30,23.30,,,
2130,AK,Ketchikan Gateway Borough,7,8,7,8,1794.00,1844.00,668.00,732.00,35.60,36.60,13.30,14.50,1128.00,2705.00,1393.00,1127.00,17.80,42.60,21.90,17.70,1252.00,2648.00,2920.00,1731.00,14.60,31.00,34.10,20.20,932.00,2673.00,3580.00,1814.00,10.40,29.70,39.80,20.20,701.00,2865.00,3671.00,2343.00,7.30,29.90,38.30,24.50,,,
2150,AK,Kodiak Island Borough,7,8,7,11,1596.00,1486.00,522.00,448.00,39.40,36.70,12.90,11.10,1131.00,2013.00,1154.00,926.00,21.70,38.50,22.10,17.70,1194.00,2478.00,2442.00,1674.00,15.30,31.80,31.40,21.50,1194.00,2564.00,2894.00,1535.00,14.60,31.30,35.30,18.70,889.00,2747.00,2863.00,2285.00,10.10,31.30,32.60,26.00,,,
2158,AK,Kusilvak Census Area,9,12,9,12,1174.00,56.00,16.00,17.00,93.00,4.40,1.30,1.30,1222.00,368.00,135.00,143.00,65.40,19.70,7.20,7.70,1053.00,806.00,380.00,255.00,42.20,32.30,15.20,10.20,1038.00,1269.00,496.00,279.00,33.70,41.20,16.10,9.10,880.00,2117.00,760.00,190.00,22.30,53.60,19.30,4.80,,,
2160,AK,Kuskokwim Division,,,,,577.00,179.00,47.00,103.00,63.70,19.80,5.20,11.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2164,AK,Lake and Peninsula Borough,9,12,9,12,,,,,,,,,,,,,,,,,355.00,307.00,112.00,130.00,39.30,34.00,12.40,14.40,273.00,385.00,201.00,122.00,27.80,39.20,20.50,12.40,123.00,356.00,237.00,134.00,14.50,41.90,27.90,15.80,,,
2170,AK,Matanuska-Susitna Borough,2,2,2,2,1295.00,1339.00,422.00,250.00,39.20,40.50,12.80,7.60,1791.00,3892.00,2243.00,1708.00,18.60,40.40,23.30,17.70,2861.00,7855.00,8492.00,4232.00,12.20,33.50,36.20,18.10,4233.00,11191.00,13773.00,6524.00,11.90,31.30,38.60,18.30,5068.00,21381.00,25899.00,14073.00,7.60,32.20,39.00,21.20,,,
2180,AK,Nome Census Area,7,11,7,11,1625.00,312.00,180.00,221.00,69.50,13.30,7.70,9.50,1393.00,843.00,402.00,420.00,45.60,27.60,13.10,13.70,1524.00,1360.00,866.00,601.00,35.00,31.30,19.90,13.80,1239.00,1871.00,1082.00,724.00,25.20,38.10,22.00,14.70,872.00,2347.00,1457.00,799.00,15.90,42.90,26.60,14.60,,,
2185,AK,North Slope Borough,7,11,7,11,836.00,93.00,37.00,67.00,80.90,9.00,3.60,6.50,901.00,567.00,339.00,261.00,43.60,27.40,16.40,12.60,1003.00,970.00,760.00,450.00,31.50,30.50,23.90,14.10,877.00,1361.00,985.00,660.00,22.60,35.10,25.40,17.00,666.00,2797.00,1968.00,1079.00,10.20,43.00,30.20,16.60,,,
2188,AK,Northwest Arctic Borough,7,11,7,11,1220.00,206.00,84.00,102.00,75.70,12.80,5.20,6.30,1075.00,517.00,206.00,279.00,51.80,24.90,9.90,13.40,1029.00,982.00,494.00,339.00,36.20,34.50,17.40,11.90,978.00,1414.00,662.00,444.00,28.00,40.40,18.90,12.70,759.00,1982.00,956.00,489.00,18.10,47.30,22.80,11.70,,,
2195,AK,Petersburg Census Area,,,9,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,219.00,680.00,647.00,589.00,10.30,31.90,30.30,27.60,,,
2198,AK,Prince of Wales-Hyder Census Area,,,9,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,440.00,1668.00,1577.00,787.00,9.80,37.30,35.30,17.60,,,
2201,AK,Prince of Wales-Outer Ketchikan Census Area,9,12,,,882.00,669.00,198.00,145.00,46.60,35.30,10.50,7.70,606.00,816.00,342.00,197.00,30.90,41.60,17.40,10.00,840.00,1521.00,941.00,424.00,22.50,40.80,25.30,11.40,605.00,1561.00,1093.00,538.00,15.90,41.10,28.80,14.20,,,,,,,,,,,
2220,AK,Sitka City and Borough,7,11,7,11,1149.00,1118.00,466.00,450.00,36.10,35.10,14.60,14.10,778.00,1574.00,900.00,874.00,18.90,38.10,21.80,21.20,678.00,1606.00,1822.00,1119.00,13.00,30.70,34.90,21.40,527.00,1417.00,2007.00,1657.00,9.40,25.30,35.80,29.50,371.00,1741.00,2026.00,2004.00,6.00,28.30,33.00,32.60,,,
2230,AK,Skagway Municipality,,,9,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.00,189.00,296.00,273.00,6.30,23.40,36.60,33.70,,,
2231,AK,Skagway-Yakutat-Angoon Census Area,,,,,603.00,378.00,125.00,116.00,49.30,30.90,10.20,9.50,545.00,771.00,282.00,275.00,29.10,41.20,15.10,14.70,550.00,960.00,725.00,420.00,20.70,36.20,27.30,15.80,,,,,,,,,,,,,,,,,,,
2232,AK,Skagway-Hoonah-Angoon Census Area,9,10,,,,,,,,,,,,,,,,,,,,,,,,,,,355.00,693.00,734.00,491.00,15.60,30.50,32.30,21.60,,,,,,,,,,,
2240,AK,Southeast Fairbanks Census Area,8,7,9,12,621.00,566.00,246.00,239.00,37.10,33.90,14.70,14.30,566.00,1274.00,512.00,425.00,20.40,45.90,18.40,15.30,466.00,1122.00,1085.00,625.00,14.10,34.00,32.90,19.00,487.00,1296.00,1237.00,673.00,13.20,35.10,33.50,18.20,436.00,1451.00,1717.00,851.00,9.80,32.60,38.50,19.10,,,
2250,AK,Upper Yukon Division,,,,,533.00,175.00,110.00,56.00,61.00,20.00,12.60,6.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2261,AK,Valdez-Cordova Census Area,9,11,9,11,1079.00,973.00,312.00,259.00,41.10,37.10,11.90,9.90,923.00,1910.00,1121.00,733.00,19.70,40.80,23.90,15.60,1013.00,2006.00,2099.00,1164.00,16.10,31.90,33.40,18.50,738.00,1928.00,2408.00,1367.00,11.50,29.90,37.40,21.20,259.00,2111.00,2114.00,1981.00,4.00,32.70,32.70,30.60,,,
2275,AK,Wrangell City and Borough,,,9,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,219.00,705.00,563.00,388.00,11.70,37.60,30.00,20.70,,,
2280,AK,Wrangell-Petersburg Census Area,7,11,,,1132.00,810.00,305.00,226.00,45.80,32.80,12.30,9.10,784.00,1277.00,759.00,605.00,22.90,37.30,22.20,17.70,827.00,1512.00,1156.00,864.00,19.00,34.70,26.50,19.80,618.00,1589.00,1442.00,710.00,14.20,36.50,33.10,16.30,,,,,,,,,,,
2282,AK,Yakutat City and Borough,9,12,9,12,,,,,,,,,,,,,,,,,,,,,,,,,82.00,174.00,174.00,92.00,15.70,33.30,33.30,17.60,37.00,173.00,151.00,90.00,8.20,38.40,33.50,20.00,,,
2290,AK,Yukon-Koyukuk Census Area,8,7,9,12,1046.00,682.00,235.00,206.00,48.20,31.40,10.80,9.50,1328.00,1446.00,702.00,539.00,33.10,36.00,17.50,13.40,1313.00,1630.00,1281.00,677.00,26.80,33.30,26.10,13.80,952.00,1459.00,768.00,528.00,25.70,39.40,20.70,14.20,496.00,1394.00,1108.00,463.00,14.30,40.30,32.00,13.40,,,
4000,AZ,Arizona,,,,,383873.00,289781.00,127063.00,115020.00,41.90,31.60,13.90,12.60,430974.00,535096.00,321361.00,271460.00,27.60,34.30,20.60,17.40,491080.00,601440.00,741784.00,466873.00,21.30,26.10,32.20,20.30,619547.00,791904.00,1078521.00,766212.00,19.00,24.30,33.10,23.50,613002.00,1112551.00,1570308.00,1338071.00,13.20,24.00,33.90,28.90,,,
4001,AZ,Apache County,6,6,6,6,8255.00,2360.00,861.00,1030.00,66.00,18.90,6.90,8.20,11294.00,5549.00,3113.00,2319.00,50.70,24.90,14.00,10.40,13449.00,7571.00,6120.00,2520.00,45.30,25.50,20.60,8.50,13166.00,9008.00,9933.00,4110.00,36.40,24.90,27.40,11.30,9085.00,14708.00,15444.00,5189.00,20.40,33.10,34.80,11.70,,,
4003,AZ,Cochise County,4,5,3,2,13262.00,10004.00,3551.00,3228.00,44.10,33.30,11.80,10.70,15005.00,16715.00,9726.00,6650.00,31.20,34.80,20.20,13.80,14876.00,16357.00,20147.00,9850.00,24.30,26.70,32.90,16.10,15563.00,18670.00,27294.00,14247.00,20.50,24.60,36.00,18.80,11215.00,20560.00,35576.00,20116.00,12.80,23.50,40.70,23.00,,,
4005,AZ,Coconino County,3,2,3,2,8439.00,5518.00,3005.00,3252.00,41.70,27.30,14.90,16.10,8818.00,10457.00,7158.00,8002.00,25.60,30.40,20.80,23.20,10580.00,11996.00,15503.00,12399.00,21.00,23.80,30.70,24.60,10704.00,14279.00,21235.00,19758.00,16.20,21.60,32.20,29.90,8515.00,17604.00,26746.00,29254.00,10.40,21.40,32.60,35.60,,,
4007,AZ,Gila County,4,3,4,3,8156.00,4602.00,1455.00,960.00,53.80,30.30,9.60,6.30,8307.00,8304.00,3367.00,1694.00,38.30,38.30,15.50,7.80,8609.00,8648.00,7124.00,2615.00,31.90,32.00,26.40,9.70,7654.00,10087.00,12539.00,4870.00,21.80,28.70,35.70,13.90,5718.00,11144.00,14867.00,7226.00,14.70,28.60,38.20,18.50,,,
4009,AZ,Graham County,6,8,7,8,4063.00,1926.00,1003.00,712.00,52.70,25.00,13.00,9.20,4649.00,3820.00,2139.00,1176.00,39.50,32.40,18.20,10.00,4833.00,4138.00,4254.00,1688.00,32.40,27.70,28.50,11.30,4714.00,5811.00,6493.00,2284.00,24.40,30.10,33.60,11.80,3379.00,7028.00,9526.00,3598.00,14.40,29.90,40.50,15.30,,,
4011,AZ,Greenlee County,7,8,7,9,2785.00,1749.00,420.00,341.00,52.60,33.00,7.90,6.40,1855.00,2394.00,1023.00,581.00,31.70,40.90,17.50,9.90,1224.00,2034.00,993.00,492.00,25.80,42.90,20.90,10.40,912.00,1828.00,1832.00,635.00,17.50,35.10,35.20,12.20,658.00,2155.00,2433.00,709.00,11.00,36.20,40.90,11.90,,,
4012,AZ,La Paz County,6,4,6,4,,,,,,,,,,,,,,,,,3330.00,2836.00,2058.00,767.00,37.00,31.50,22.90,8.50,4421.00,4880.00,3838.00,1250.00,30.70,33.90,26.70,8.70,3606.00,5248.00,5084.00,1972.00,22.70,33.00,32.00,12.40,,,
4013,AZ,Maricopa County,1,1,1,1,203922.00,164605.00,76788.00,65504.00,39.90,32.20,15.00,12.80,220040.00,307465.00,192183.00,161232.00,25.00,34.90,21.80,18.30,248814.00,342255.00,456012.00,297573.00,18.50,25.50,33.90,22.10,338591.00,446445.00,649040.00,500881.00,17.50,23.10,33.50,25.90,354513.00,634810.00,923098.00,899070.00,12.60,22.60,32.80,32.00,,,
4015,AZ,Mohave County,4,3,3,2,6407.00,5807.00,1881.00,1057.00,42.30,38.30,12.40,7.00,11210.00,15274.00,6574.00,3204.00,30.90,42.10,18.10,8.80,17954.00,22389.00,18892.00,6804.00,27.20,33.90,28.60,10.30,24596.00,38127.00,35769.00,10855.00,22.50,34.90,32.70,9.90,22957.00,54288.00,58539.00,20104.00,14.70,34.80,37.60,12.90,,,
4017,AZ,Navajo County,4,6,4,5,11808.00,5197.00,1779.00,1392.00,58.50,25.80,8.80,6.90,12564.00,10009.00,5128.00,3501.00,40.30,32.10,16.40,11.20,14436.00,11622.00,10635.00,4075.00,35.40,28.50,26.10,10.00,15627.00,15036.00,16891.00,6661.00,28.80,27.70,31.20,12.30,11963.00,20957.00,25708.00,11025.00,17.20,30.10,36.90,15.80,,,
4019,AZ,Pima County,2,2,2,2,68625.00,61658.00,26479.00,29181.00,36.90,33.20,14.20,15.70,78861.00,102314.00,65114.00,64296.00,25.40,32.90,21.00,20.70,82657.00,105908.00,136764.00,98703.00,19.50,25.00,32.30,23.30,90483.00,127343.00,182266.00,146108.00,16.60,23.30,33.40,26.70,79230.00,152408.00,230498.00,216291.00,11.70,22.50,34.00,31.90,,,
4021,AZ,Pinal County,1,1,1,1,19028.00,8804.00,2546.00,2522.00,57.80,26.80,7.70,7.70,22493.00,16011.00,6867.00,4625.00,45.00,32.00,13.70,9.30,24763.00,22222.00,18860.00,5876.00,34.50,31.00,26.30,8.20,32513.00,36255.00,36157.00,14177.00,27.30,30.40,30.40,11.90,41961.00,85546.00,105949.00,54794.00,14.60,29.70,36.80,19.00,,,
4023,AZ,Santa Cruz County,4,5,4,5,3934.00,1553.00,842.00,634.00,56.50,22.30,12.10,9.10,5010.00,2748.00,1707.00,1435.00,46.00,25.20,15.70,13.20,7124.00,4244.00,3483.00,1799.00,42.80,25.50,20.90,10.80,8830.00,5124.00,5089.00,3402.00,39.30,22.80,22.70,15.20,7127.00,7957.00,8006.00,6138.00,24.40,27.20,27.40,21.00,,,
4025,AZ,Yavapai County,3,2,3,2,10293.00,7054.00,2913.00,2590.00,45.00,30.90,12.70,11.30,11904.00,17144.00,9116.00,7368.00,26.10,37.70,20.00,16.20,16320.00,22671.00,24597.00,13690.00,21.10,29.30,31.80,17.70,18376.00,33877.00,42565.00,25405.00,15.30,28.20,35.40,21.10,16623.00,44214.00,67706.00,43270.00,9.70,25.70,39.40,25.20,,,
4027,AZ,Yuma County,3,2,3,2,14896.00,8944.00,3540.00,2617.00,49.70,29.80,11.80,8.70,18964.00,16892.00,8146.00,5377.00,38.40,34.20,16.50,10.90,22111.00,16549.00,16342.00,8022.00,35.10,26.30,25.90,12.70,33397.00,25134.00,27580.00,11569.00,34.20,25.70,28.20,11.80,36452.00,33924.00,41128.00,19315.00,27.90,25.90,31.40,14.80,,,
5000,AR,Arkansas,,,,,635149.00,271150.00,80835.00,70378.00,60.10,25.60,7.60,6.70,595637.00,443429.00,153375.00,144677.00,44.50,33.20,11.50,10.80,503481.00,489570.00,303795.00,199304.00,33.70,32.70,20.30,13.30,427449.00,590416.00,424907.00,288428.00,24.70,34.10,24.50,16.70,276029.00,681223.00,590434.00,451621.00,13.80,34.10,29.50,22.60,,,
5001,AR,Arkansas County,6,6,6,6,8069.00,3225.00,857.00,699.00,62.80,25.10,6.70,5.40,7475.00,4633.00,1319.00,1176.00,51.20,31.70,9.00,8.10,5465.00,4934.00,2215.00,1445.00,38.90,35.10,15.80,10.30,3831.00,5527.00,2838.00,1692.00,27.60,39.80,20.40,12.20,2121.00,4774.00,3646.00,1937.00,17.00,38.30,29.20,15.50,,,
5003,AR,Ashley County,7,11,7,11,7896.00,3537.00,907.00,782.00,60.20,27.00,6.90,6.00,7201.00,5458.00,1261.00,1163.00,47.70,36.20,8.40,7.70,5659.00,5874.00,2267.00,1422.00,37.20,38.60,14.90,9.30,4325.00,6798.00,3017.00,1582.00,27.50,43.20,19.20,10.10,2465.00,5563.00,4066.00,1838.00,17.70,39.90,29.20,13.20,,,
5005,AR,Baxter County,7,8,7,8,5645.00,2998.00,1230.00,599.00,53.90,28.60,11.70,5.70,8354.00,7554.00,1896.00,1761.00,42.70,38.60,9.70,9.00,7491.00,8307.00,5130.00,2436.00,32.10,35.60,22.00,10.40,6482.00,10832.00,7859.00,3688.00,22.50,37.50,27.20,12.80,3747.00,11090.00,11007.00,5802.00,11.80,35.00,34.80,18.30,,,
5007,AR,Benton County,2,2,2,2,16503.00,8355.00,2512.00,1799.00,56.60,28.60,8.60,6.20,18445.00,17832.00,6255.00,5695.00,38.20,37.00,13.00,11.80,16315.00,23121.00,15948.00,9291.00,25.20,35.70,24.70,14.40,19465.00,32644.00,27117.00,20210.00,19.60,32.80,27.30,20.30,20120.00,49182.00,44756.00,54780.00,11.90,29.10,26.50,32.40,,,
5009,AR,Boone County,7,8,7,8,6541.00,3413.00,875.00,839.00,56.10,29.30,7.50,7.20,6585.00,6157.00,1977.00,1605.00,40.30,37.70,12.10,9.80,6071.00,6711.00,3983.00,2000.00,32.40,35.80,21.20,10.70,5344.00,8075.00,6727.00,2924.00,23.20,35.00,29.20,12.70,3375.00,8779.00,9652.00,4145.00,13.00,33.80,37.20,16.00,,,
5011,AR,Bradley County,6,6,7,9,4997.00,1744.00,347.00,321.00,67.40,23.50,4.70,4.30,4530.00,2730.00,538.00,682.00,53.40,32.20,6.30,8.00,3391.00,2677.00,909.00,754.00,43.90,34.60,11.80,9.80,2794.00,3082.00,1494.00,998.00,33.40,36.80,17.90,11.90,1352.00,3120.00,1880.00,1142.00,18.00,41.60,25.10,15.20,,,
5013,AR,Calhoun County,9,8,9,8,2159.00,712.00,162.00,110.00,68.70,22.70,5.20,3.50,1897.00,1339.00,217.00,149.00,52.70,37.20,6.00,4.10,1382.00,1534.00,575.00,279.00,36.70,40.70,15.30,7.40,1221.00,1701.00,699.00,285.00,31.30,43.50,17.90,7.30,649.00,1636.00,1013.00,452.00,17.30,43.60,27.00,12.10,,,
5015,AR,Carroll County,6,6,6,6,4706.00,2177.00,583.00,398.00,59.80,27.70,7.40,5.10,4618.00,3776.00,1313.00,1056.00,42.90,35.10,12.20,9.80,4012.00,4460.00,2735.00,1471.00,31.60,35.20,21.60,11.60,4857.00,5855.00,4115.00,2380.00,28.20,34.00,23.90,13.80,2788.00,6788.00,6055.00,4015.00,14.20,34.60,30.80,20.40,,,
5017,AR,Chicot County,7,9,7,9,6808.00,1710.00,462.00,432.00,72.30,18.20,4.90,4.60,5658.00,2522.00,776.00,649.00,58.90,26.30,8.10,6.80,4527.00,2927.00,1055.00,769.00,48.80,31.50,11.40,8.30,3242.00,3196.00,1566.00,1058.00,35.80,35.30,17.30,11.70,1451.00,2954.00,2012.00,1110.00,19.30,39.20,26.70,14.70,,,
5019,AR,Clark County,7,8,7,8,6340.00,2356.00,922.00,1243.00,58.40,21.70,8.50,11.40,5700.00,3794.00,1390.00,2048.00,44.10,29.30,10.70,15.80,4494.00,3664.00,2359.00,2288.00,35.10,28.60,18.40,17.90,3396.00,4447.00,3170.00,2722.00,24.70,32.40,23.10,19.80,1422.00,4021.00,4090.00,3642.00,10.80,30.50,31.00,27.60,,,
5021,AR,Clay County,7,9,7,9,8834.00,1962.00,390.00,331.00,76.70,17.00,3.40,2.90,8133.00,3604.00,756.00,623.00,62.00,27.50,5.80,4.70,6482.00,3927.00,1396.00,645.00,52.10,31.50,11.20,5.20,4796.00,4603.00,1876.00,900.00,39.40,37.80,15.40,7.40,2047.00,4363.00,2944.00,1228.00,19.30,41.20,27.80,11.60,,,
5023,AR,Cleburne County,6,6,6,6,4829.00,1240.00,294.00,227.00,73.30,18.80,4.50,3.40,5564.00,3438.00,1224.00,796.00,50.50,31.20,11.10,7.20,5394.00,4763.00,2396.00,1295.00,39.00,34.40,17.30,9.40,4362.00,6290.00,4245.00,2402.00,25.20,36.40,24.50,13.90,2865.00,7630.00,5464.00,2796.00,15.30,40.70,29.10,14.90,,,
